movie_title,title_year,director_name,genres,duration,budget,gross,language,country,content_rating,color,movie_imdb_link,num_user_for_reviews,imdb_score
"Legally Blonde 2: Red, White & Blonde ",2003,Charles Herman-Wurmfeld,Comedy,95,45000000,89808372,English,USA,PG-13,Color,http://www.imdb.com/title/tt0333780/?ref_=fn_tt_tt_1,297,4.6
Agent Cody Banks ,2003,Harald Zwart,Action|Adventure|Comedy|Crime|Family|Romance|Thriller,102,26000000,47285499,English,USA,PG,Color,http://www.imdb.com/title/tt0313911/?ref_=fn_tt_tt_1,104,5
Rugrats Go Wild ,2003,John Eng,Adventure|Animation|Comedy|Family|Fantasy|Musical,80,25000000,39399750,English,USA,PG,Color,http://www.imdb.com/title/tt0337711/?ref_=fn_tt_tt_1,35,5.6
What a Girl Wants ,2003,Dennie Gordon,Comedy|Drama|Family|Romance,105,20000000,35990505,English,USA,PG,Color,http://www.imdb.com/title/tt0286788/?ref_=fn_tt_tt_1,194,5.8
Jeepers Creepers II ,2003,Victor Salva,Horror,104,17000000,35143332,English,USA,R,Color,http://www.imdb.com/title/tt0301470/?ref_=fn_tt_tt_1,316,5.6
Cradle 2 the Grave ,2003,Andrzej Bartkowiak,Action|Crime|Drama|Thriller,101,30000000,34604054,English,USA,R,Color,http://www.imdb.com/title/tt0306685/?ref_=fn_tt_tt_1,185,5.8
Old School ,2003,Todd Phillips,Comedy,88,24000000,74608545,English,USA,R,Color,http://www.imdb.com/title/tt0302886/?ref_=fn_tt_tt_1,404,7.2
Underworld ,2003,Len Wiseman,Action|Fantasy|Thriller,133,22000000,51483949,English,UK,R,Color,http://www.imdb.com/title/tt0320691/?ref_=fn_tt_tt_1,806,7
Bringing Down the House ,2003,Adam Shankman,Comedy,105,33000000,132541238,English,USA,PG-13,Color,http://www.imdb.com/title/tt0305669/?ref_=fn_tt_tt_1,236,5.5
School of Rock ,2003,Richard Linklater,Comedy|Music,108,35000000,81257845,English,USA,PG-13,Color,http://www.imdb.com/title/tt0332379/?ref_=fn_tt_tt_1,479,7.1
Holes ,2003,Andrew Davis,Adventure|Comedy|Drama|Family|Mystery,117,20000000,67325559,English,USA,PG, Black and White,http://www.imdb.com/title/tt0311289/?ref_=fn_tt_tt_1,331,7.1
The Jungle Book 2 ,2003,Steve Trenbirth,Adventure|Animation|Family|Musical,72,20000000,47887943,English,USA,G,Color,http://www.imdb.com/title/tt0283426/?ref_=fn_tt_tt_1,58,5.4
21 Grams ,2003,Alejandro G. Iñárritu,Drama,124,20000000,16248701,English,USA,R,Color,http://www.imdb.com/title/tt0315733/?ref_=fn_tt_tt_1,559,7.7
A Guy Thing ,2003,Chris Koch,Comedy|Romance,101,20000000,15408822,English,USA,PG-13,Color,http://www.imdb.com/title/tt0295289/?ref_=fn_tt_tt_1,92,5.6
Willard ,2003,Glen Morgan,Drama|Horror|Sci-Fi|Thriller,100,22000000,6852144,English,Canada,PG-13,Color,http://www.imdb.com/title/tt0310357/?ref_=fn_tt_tt_1,213,6.2
Bon voyage ,2003,Jean-Paul Rappeneau,Comedy|Drama|Mystery|Romance|Thriller|War,114,20000000,2353728,French,France,PG-13, Black and White,http://www.imdb.com/title/tt0310778/?ref_=fn_tt_tt_1,53,6.9
Marci X ,2003,Richard Benjamin,Comedy|Music,80,20000000,1646664,English,USA,R,Color,http://www.imdb.com/title/tt0266747/?ref_=fn_tt_tt_1,66,2.8
Just Married ,2003,Shawn Levy,Comedy|Romance,95,18000000,56127162,English,USA,PG-13,Color,http://www.imdb.com/title/tt0305711/?ref_=fn_tt_tt_1,205,5.4
Bad Santa ,2003,Terry Zwigoff,Comedy|Crime|Drama,98,18000000,60057639,English,USA,R,Color,http://www.imdb.com/title/tt0307987/?ref_=fn_tt_tt_1,485,7.1
Under the Tuscan Sun ,2003,Audrey Wells,Comedy|Drama|Romance,113,18000000,43601508,English,USA,PG-13,Color,http://www.imdb.com/title/tt0328589/?ref_=fn_tt_tt_1,317,6.7
Honey ,2003,Bille Woodruff,Drama|Music|Romance,94,25000000,30222640,English,USA,PG-13,Color,http://www.imdb.com/title/tt0322589/?ref_=fn_tt_tt_1,144,5.3
Anything Else ,2003,Woody Allen,Comedy|Romance,108,18000000,3203044,English,USA,R,Color,http://www.imdb.com/title/tt0313792/?ref_=fn_tt_tt_1,155,6.4
Good Boy! ,2003,John Hoffman,Comedy|Drama|Family|Fantasy|Sci-Fi,87,17000000,37566230,English,USA,PG,Color,http://www.imdb.com/title/tt0326900/?ref_=fn_tt_tt_1,48,5.1
Dickie Roberts: Former Child Star ,2003,Sam Weisman,Comedy,98,17000000,22734486,English,USA,PG-13,Color,http://www.imdb.com/title/tt0325258/?ref_=fn_tt_tt_1,117,5.6
Veronica Guerin ,2003,Joel Schumacher,Biography|Crime|Drama|Thriller,98,17000000,1569918,English,Ireland,R,Color,http://www.imdb.com/title/tt0312549/?ref_=fn_tt_tt_1,113,6.9
House of Sand and Fog ,2003,Vadim Perelman,Drama,126,15000000,13005485,English,USA,R,Color,http://www.imdb.com/title/tt0315983/?ref_=fn_tt_tt_1,469,7.6
How to Deal ,2003,Clare Kilner,Comedy|Drama|Romance,101,16000000,14108518,English,USA,PG-13,Color,http://www.imdb.com/title/tt0319524/?ref_=fn_tt_tt_1,95,5.7
The Lizzie McGuire Movie ,2003,Jim Fall,Adventure|Comedy|Family|Music|Romance,94,17000000,42672630,English,USA,PG,Color,http://www.imdb.com/title/tt0306841/?ref_=fn_tt_tt_1,172,5.3
Malibu's Most Wanted ,2003,John Whitesell,Comedy|Crime,86,16000000,34308901,English,USA,PG-13,Color,http://www.imdb.com/title/tt0328099/?ref_=fn_tt_tt_1,87,5.1
Confidence ,2003,James Foley,Crime|Thriller,97,15000000,12212417,English,USA,R,Color,http://www.imdb.com/title/tt0310910/?ref_=fn_tt_tt_1,144,6.7
My Boss's Daughter ,2003,David Zucker,Comedy|Romance,90,14000000,15549702,English,USA,PG-13,Color,http://www.imdb.com/title/tt0270980/?ref_=fn_tt_tt_1,123,4.6
From Justin to Kelly ,2003,Robert Iscove,Comedy|Musical|Romance,90,12000000,4922166,English,USA,PG,Color,http://www.imdb.com/title/tt0339034/?ref_=fn_tt_tt_1,304,2.1
In the Cut ,2003,Jane Campion,Mystery|Thriller,113,12000000,4717455,English,Australia,R,Color,http://www.imdb.com/title/tt0199626/?ref_=fn_tt_tt_1,354,5.3
The Visual Bible: The Gospel of John ,2003,Philip Saville,Biography|Drama|History,125,17000000,4068087,English,Canada,PG-13,Color,http://www.imdb.com/title/tt0377992/?ref_=fn_tt_tt_1,74,7.7
Wrong Turn ,2003,Rob Schmidt,Horror|Thriller,84,12600000,15417771,English,USA,R,Color,http://www.imdb.com/title/tt0295700/?ref_=fn_tt_tt_1,540,6.1
Owning Mahowny ,2003,Richard Kwietniowski,Crime|Drama|Thriller,104,10000000,1011054,English,Canada,R,Color,http://www.imdb.com/title/tt0285861/?ref_=fn_tt_tt_1,83,7.2
The Brown Bunny ,2003,Vincent Gallo,Drama,93,10000000,365734,English,USA,Not Rated,Color,http://www.imdb.com/title/tt0330099/?ref_=fn_tt_tt_1,226,5
The Singing Detective ,2003,Keith Gordon,Comedy|Crime|Musical|Mystery,109,8000000,336456,English,USA,R,Color,http://www.imdb.com/title/tt0314676/?ref_=fn_tt_tt_1,79,5.6
Code 46 ,2003,Michael Winterbottom,Drama|Romance|Sci-Fi|Thriller,93,7500000,197148,English,UK,R,Color,http://www.imdb.com/title/tt0345061/?ref_=fn_tt_tt_1,150,6.3
Darkness Falls ,2003,Jonathan Liebesman,Horror|Mystery|Thriller,96,11000000,32131483,English,USA,PG-13,Color,http://www.imdb.com/title/tt0282209/?ref_=fn_tt_tt_1,369,4.9
House of 1000 Corpses ,2003,Rob Zombie,Horror,105,7000000,12583510,English,USA,R, Black and White,http://www.imdb.com/title/tt0251736/?ref_=fn_tt_tt_1,922,6
Shade ,2003,Damian Nieman,Crime|Thriller,101,6800000,10696,English,USA,R,Color,http://www.imdb.com/title/tt0323939/?ref_=fn_tt_tt_1,65,6.4
"Remember Me, My Love ",2003,Gabriele Muccino,Comedy|Drama|Romance,125,5000000,223878,Italian,Italy,R,Color,http://www.imdb.com/title/tt0323807/?ref_=fn_tt_tt_1,21,6.5
Good Bye Lenin! ,2003,Wolfgang Becker,Drama|Romance,121,4800000,4063859,German,Germany,R, Black and White,http://www.imdb.com/title/tt0301357/?ref_=fn_tt_tt_1,225,7.7
Shattered Glass ,2003,Billy Ray,Drama|History,99,6000000,2207975,English,USA,PG-13,Color,http://www.imdb.com/title/tt0323944/?ref_=fn_tt_tt_1,190,7.2
Mambo Italiano ,2003,Émile Gaudreault,Comedy|Drama,92,5000000,6239558,English,Canada,R,Color,http://www.imdb.com/title/tt0330602/?ref_=fn_tt_tt_1,67,6.7
Wonderland ,2003,James Cox,Crime|Drama|Mystery|Thriller,104,5000000,1056102,English,USA,R,Color,http://www.imdb.com/title/tt0335563/?ref_=fn_tt_tt_1,153,6.6
Monster ,2003,Patty Jenkins,Biography|Crime|Drama|Thriller,109,4500000,34468224,English,USA,R,Color,http://www.imdb.com/title/tt0340855/?ref_=fn_tt_tt_1,533,7.3
The Barbarian Invasions ,2003,Denys Arcand,Comedy|Crime|Drama|Mystery|Romance,112,6000000,3432342,French,Canada,R,Color,http://www.imdb.com/title/tt0338135/?ref_=fn_tt_tt_1,166,7.7
Party Monster ,2003,Fenton Bailey,Biography|Crime|Drama|Thriller,98,5000000,296665,English,USA,R,Color,http://www.imdb.com/title/tt0320244/?ref_=fn_tt_tt_1,158,6.3
Lost in Translation ,2003,Sofia Coppola,Drama,101,4000000,44566004,English,USA,R,Color,http://www.imdb.com/title/tt0335266/?ref_=fn_tt_tt_1,1848,7.8
The Cooler ,2003,Wayne Kramer,Crime|Drama|Fantasy|Romance,101,3200000,8243880,English,USA,R,Color,http://www.imdb.com/title/tt0318374/?ref_=fn_tt_tt_1,215,7
The Real Cancun ,2003,Rick de Oliveira,Documentary,96,8000000,3713002,English,USA,R,Color,http://www.imdb.com/title/tt0360916/?ref_=fn_tt_tt_1,62,2.7
DysFunktional Family ,2003,George Gallo,Comedy|Documentary,89,3000000,2223990,English,USA,R,Color,http://www.imdb.com/title/tt0337996/?ref_=fn_tt_tt_1,14,6.6
Oldboy ,2003,Chan-wook Park,Drama|Mystery|Thriller,120,3000000,2181290,Korean,South Korea,R,Color,http://www.imdb.com/title/tt0364569/?ref_=fn_tt_tt_1,809,8.4
High Tension ,2003,Alexandre Aja,Horror,89,2200000,3645438,French,France,Unrated,Color,http://www.imdb.com/title/tt0338095/?ref_=fn_tt_tt_1,539,6.8
My Life Without Me ,2003,Isabel Coixet,Drama|Romance,106,2000000,395592,English,Spain,R,Color,http://www.imdb.com/title/tt0314412/?ref_=fn_tt_tt_1,134,7.6
The Triplets of Belleville ,2003,Sylvain Chomet,Animation|Comedy|Drama,80,9500000,7002255,French,France,PG-13,Color,http://www.imdb.com/title/tt0286244/?ref_=fn_tt_tt_1,312,7.8
Thirteen ,2003,Catherine Hardwicke,Drama,100,1500000,4599680,English,USA,R,Color,http://www.imdb.com/title/tt0328538/?ref_=fn_tt_tt_1,545,6.8
"The Book of Mormon Movie, Volume 1: The Journey ",2003,Gary Rogers,Adventure,120,2000000,1098224,English,USA,PG-13,Color,http://www.imdb.com/title/tt0349159/?ref_=fn_tt_tt_1,30,3.3
Northfork ,2003,Michael Polish,Drama|Fantasy,103,1900000,1420578,English,USA,PG-13,Color,http://www.imdb.com/title/tt0322659/?ref_=fn_tt_tt_1,122,6.4
I Love Your Work ,2003,Adam Goldberg,Drama|Mystery,111,1650000,2580,English,USA,R,Color,http://www.imdb.com/title/tt0322700/?ref_=fn_tt_tt_1,40,5.4
The Hebrew Hammer ,2003,Jonathan Kesselman,Comedy,87,1000000,19539,English,USA,R, Black and White,http://www.imdb.com/title/tt0317640/?ref_=fn_tt_tt_1,53,6.2
All the Real Girls ,2003,David Gordon Green,Drama|Romance,108,2500000,548712,English,USA,R,Color,http://www.imdb.com/title/tt0299458/?ref_=fn_tt_tt_1,126,6.9
The Battle of Shaker Heights ,2003,Efram Potelle,Comedy|Drama|Romance,79,1000000,279282,English,USA,PG-13,Color,http://www.imdb.com/title/tt0357470/?ref_=fn_tt_tt_1,49,6.1
Latter Days ,2003,C. Jay Cox,Comedy|Drama|Romance,107,850000,819939,English,USA,R,Color,http://www.imdb.com/title/tt0345551/?ref_=fn_tt_tt_1,252,7.2
Saints and Soldiers ,2003,Ryan Little,Action|Adventure|Drama|War,90,780000,1310270,English,USA,PG-13,Color,http://www.imdb.com/title/tt0373283/?ref_=fn_tt_tt_1,157,6.8
Open Water ,2003,Chris Kentis,Adventure|Biography|Drama|Horror|Thriller,79,500000,30500882,English,USA,R,Color,http://www.imdb.com/title/tt0374102/?ref_=fn_tt_tt_1,916,5.7
The Station Agent ,2003,Tom McCarthy,Comedy|Drama,89,500000,5739376,English,USA,R,Color,http://www.imdb.com/title/tt0340377/?ref_=fn_tt_tt_1,286,7.7
Osama ,2003,Siddiq Barmak,Drama,83,46000,1127331,Dari,Afghanistan,PG-13,Color,http://www.imdb.com/title/tt0368913/?ref_=fn_tt_tt_1,77,7.4
The R.M. ,2003,Kurt Hale,Comedy|Crime|Family,101,500000,1111615,English,USA,PG,Color,http://www.imdb.com/title/tt0341540/?ref_=fn_tt_tt_1,34,6
Tarnation ,2003,Jonathan Caouette,Biography|Documentary,88,218,592014,English,USA,Unrated,Color,http://www.imdb.com/title/tt0390538/?ref_=fn_tt_tt_1,114,7.2
Pieces of April ,2003,Peter Hedges,Comedy|Drama,80,300000,2360184,English,USA,PG-13,Color,http://www.imdb.com/title/tt0311648/?ref_=fn_tt_tt_1,177,7.1
Spider-Man 2 ,2004,Sam Raimi,Action|Adventure|Fantasy|Romance,135,200000000,373377893,English,USA,PG-13,Color,http://www.imdb.com/title/tt0316654/?ref_=fn_tt_tt_1,1303,7.3
The Polar Express ,2004,Robert Zemeckis,Adventure|Animation|Family|Fantasy,100,165000000,665426,English,USA,G,Color,http://www.imdb.com/title/tt0338348/?ref_=fn_tt_tt_1,444,6.6
Alexander ,2004,Oliver Stone,Action|Adventure|Biography|Drama|History|Romance|War,206,155000000,34293771,English,Germany,R,Color,http://www.imdb.com/title/tt0346491/?ref_=fn_tt_tt_1,1390,5.5
Troy ,2004,Wolfgang Petersen,Adventure,196,175000000,133228348,English,USA,R,Color,http://www.imdb.com/title/tt0332452/?ref_=fn_tt_tt_1,1694,7.2
Harry Potter and the Prisoner of Azkaban ,2004,Alfonso Cuarón,Adventure|Family|Fantasy|Mystery,142,130000000,249358727,English,UK,PG,Color,http://www.imdb.com/title/tt0304141/?ref_=fn_tt_tt_1,1504,7.8
The Day After Tomorrow ,2004,Roland Emmerich,Action|Adventure|Sci-Fi|Thriller,124,125000000,186739919,English,USA,PG-13,Color,http://www.imdb.com/title/tt0319262/?ref_=fn_tt_tt_1,1159,6.4
The Chronicles of Riddick ,2004,David Twohy,Action|Adventure|Sci-Fi|Thriller,134,105000000,57637485,English,USA,PG-13,Color,http://www.imdb.com/title/tt0296572/?ref_=fn_tt_tt_1,666,6.7
Ocean's Twelve ,2004,Steven Soderbergh,Crime|Thriller,125,110000000,125531634,English,USA,PG-13,Color,http://www.imdb.com/title/tt0349903/?ref_=fn_tt_tt_1,627,6.4
The Aviator ,2004,Martin Scorsese,Biography|Drama,170,110000000,102608827,English,USA,PG-13, Black and White,http://www.imdb.com/title/tt0338751/?ref_=fn_tt_tt_1,799,7.5
Home on the Range ,2004,Will Finn,Animation|Comedy|Family|Music|Western,76,110000000,50026353,English,USA,PG,Color,http://www.imdb.com/title/tt0299172/?ref_=fn_tt_tt_1,88,5.4
Around the World in 80 Days ,2004,Frank Coraci,Action|Adventure|Comedy,120,110000000,24004159,English,USA,PG,Color,http://www.imdb.com/title/tt0327437/?ref_=fn_tt_tt_1,191,5.8
"I, Robot ",2004,Alex Proyas,Action|Mystery|Sci-Fi|Thriller,115,120000000,144795350,English,USA,PG-13,Color,http://www.imdb.com/title/tt0343818/?ref_=fn_tt_tt_1,789,7.1
National Treasure ,2004,Jon Turteltaub,Action|Adventure|Comedy|Family|Mystery,131,100000000,173005002,English,USA,PG,Color,http://www.imdb.com/title/tt0368891/?ref_=fn_tt_tt_1,692,6.9
Catwoman ,2004,Pitof,Action|Crime|Fantasy|Romance|Thriller,87,100000000,40198710,English,USA,PG-13,Color,http://www.imdb.com/title/tt0327554/?ref_=fn_tt_tt_1,660,3.3
The Stepford Wives ,2004,Frank Oz,Comedy|Sci-Fi|Thriller,93,90000000,59475623,English,USA,PG-13,Color,http://www.imdb.com/title/tt0327162/?ref_=fn_tt_tt_1,407,5.2
The Alamo ,2004,John Lee Hancock,Drama|History|War|Western,137,107000000,22406362,English,USA,PG-13,Color,http://www.imdb.com/title/tt0318974/?ref_=fn_tt_tt_1,267,6
The Incredibles ,2004,Brad Bird,Action|Adventure|Animation|Family,115,92000000,261437578,English,USA,PG,Color,http://www.imdb.com/title/tt0317705/?ref_=fn_tt_tt_1,815,8
The Bourne Supremacy ,2004,Paul Greengrass,Action|Mystery|Thriller,108,75000000,176049130,English,USA,PG-13,Color,http://www.imdb.com/title/tt0372183/?ref_=fn_tt_tt_1,806,7.8
The Manchurian Candidate ,2004,Jonathan Demme,Drama|Mystery|Sci-Fi|Thriller,129,80000000,65948711,English,USA,R,Color,http://www.imdb.com/title/tt0368008/?ref_=fn_tt_tt_1,363,6.6
Hidalgo ,2004,Joe Johnston,Action|Adventure|Western,136,100000000,67286731,English,USA,PG-13,Color,http://www.imdb.com/title/tt0317648/?ref_=fn_tt_tt_1,345,6.7
50 First Dates ,2004,Peter Segal,Comedy|Romance,99,75000000,120776832,English,USA,PG-13,Color,http://www.imdb.com/title/tt0343660/?ref_=fn_tt_tt_1,456,6.8
Exorcist: The Beginning ,2004,Renny Harlin,Horror|Mystery|Thriller,125,50000000,41814863,English,USA,R,Color,http://www.imdb.com/title/tt0204313/?ref_=fn_tt_tt_1,308,5.1
The Terminal ,2004,Steven Spielberg,Comedy|Drama,128,60000000,77032279,English,USA,PG-13,Color,http://www.imdb.com/title/tt0362227/?ref_=fn_tt_tt_1,596,7.3
Shark Tale ,2004,Bibo Bergeron,Adventure|Animation|Comedy|Family,90,75000000,160762022,English,USA,PG,Color,http://www.imdb.com/title/tt0307453/?ref_=fn_tt_tt_1,288,6
Spanglish ,2004,James L. Brooks,Comedy|Drama|Romance,131,80000000,42044321,English,USA,PG-13,Color,http://www.imdb.com/title/tt0371246/?ref_=fn_tt_tt_1,342,6.5
Flight of the Phoenix ,2004,John Moore,Action|Adventure|Drama|Thriller,113,45000000,21009180,English,USA,PG-13,Color,http://www.imdb.com/title/tt0377062/?ref_=fn_tt_tt_1,222,6.1
Two Brothers ,2004,Jean-Jacques Annaud,Adventure|Drama|Family,109,59660000,18947630,English,France,PG,Color,http://www.imdb.com/title/tt0338512/?ref_=fn_tt_tt_1,124,7.1
The Village ,2004,M. Night Shyamalan,Drama|Mystery|Romance|Thriller,108,60000000,114195633,English,USA,PG-13,Color,http://www.imdb.com/title/tt0368447/?ref_=fn_tt_tt_1,2003,6.5
Shrek 2 ,2004,Andrew Adamson,Adventure|Animation|Comedy|Family|Fantasy|Romance,93,150000000,436471036,English,USA,PG,Color,http://www.imdb.com/title/tt0298148/?ref_=fn_tt_tt_1,483,7.2
AVP: Alien vs. Predator ,2004,Paul W.S. Anderson,Action|Horror|Sci-Fi|Thriller,109,60000000,80281096,English,USA,PG-13,Color,http://www.imdb.com/title/tt0370263/?ref_=fn_tt_tt_1,1283,5.6
Sky Captain and the World of Tomorrow ,2004,Kerry Conran,Action|Adventure|Mystery|Sci-Fi|Thriller,106,70000000,37760080,English,USA,PG,Color,http://www.imdb.com/title/tt0346156/?ref_=fn_tt_tt_1,618,6.1
Blade: Trinity ,2004,David S. Goyer,Action|Adventure|Fantasy|Horror|Sci-Fi|Thriller,122,65000000,52397389,English,USA,R,Color,http://www.imdb.com/title/tt0359013/?ref_=fn_tt_tt_1,514,5.9
Meet the Fockers ,2004,Jay Roach,Comedy|Romance,106,80000000,279167575,English,USA,PG-13,Color,http://www.imdb.com/title/tt0290002/?ref_=fn_tt_tt_1,428,6.3
Collateral ,2004,Michael Mann,Crime|Drama|Thriller,120,65000000,100003492,English,USA,R,Color,http://www.imdb.com/title/tt0369339/?ref_=fn_tt_tt_1,836,7.6
Ladder 49 ,2004,Jay Russell,Action|Drama|Thriller,115,55000000,74540762,English,USA,PG-13,Color,http://www.imdb.com/title/tt0349710/?ref_=fn_tt_tt_1,323,6.5
Man on Fire ,2004,Tony Scott,Action|Crime|Drama|Thriller,146,70000000,77862546,English,USA,R,Color,http://www.imdb.com/title/tt0328107/?ref_=fn_tt_tt_1,690,7.7
Starsky & Hutch ,2004,Todd Phillips,Comedy|Crime,101,60000000,88200225,English,USA,PG-13,Color,http://www.imdb.com/title/tt0335438/?ref_=fn_tt_tt_1,308,6.1
Hellboy ,2004,Guillermo del Toro,Action|Fantasy|Horror|Sci-Fi,132,66000000,59035104,English,USA,PG-13,Color,http://www.imdb.com/title/tt0167190/?ref_=fn_tt_tt_1,597,6.8
After the Sunset ,2004,Brett Ratner,Action|Comedy|Crime|Drama,97,58000000,28328132,English,USA,PG-13,Color,http://www.imdb.com/title/tt0367479/?ref_=fn_tt_tt_1,147,6.3
Walking Tall ,2004,Kevin Bray,Action|Crime,86,56000000,45860039,English,USA,PG-13,Color,http://www.imdb.com/title/tt0351977/?ref_=fn_tt_tt_1,221,6.2
Kill Bill: Vol. 2 ,2004,Quentin Tarantino,Action|Crime|Drama|Thriller,137,30000000,66207920,English,USA,R, Black and White,http://www.imdb.com/title/tt0378194/?ref_=fn_tt_tt_1,935,8
The Phantom of the Opera ,2004,Joel Schumacher,Drama|Musical|Romance|Thriller,143,70000000,51225796,English,UK,PG-13, Black and White,http://www.imdb.com/title/tt0293508/?ref_=fn_tt_tt_1,2047,7.4
Thunderbirds ,2004,Jonathan Frakes,Action|Adventure|Comedy|Family|Sci-Fi,95,57000000,6768055,English,UK,PG,Color,http://www.imdb.com/title/tt0167456/?ref_=fn_tt_tt_1,229,4.2
A Very Long Engagement ,2004,Jean-Pierre Jeunet,Drama|Mystery|Romance|War,133,47000000,6167817,French,France,R,Color,http://www.imdb.com/title/tt0344510/?ref_=fn_tt_tt_1,239,7.7
Garfield ,2004,Peter Hewitt,Animation|Comedy|Family|Fantasy,80,35000000,75367693,English,USA,PG,Color,http://www.imdb.com/title/tt0356634/?ref_=fn_tt_tt_1,232,5
Christmas with the Kranks ,2004,Joe Roth,Comedy|Family,99,60000000,73701902,English,USA,PG,Color,http://www.imdb.com/title/tt0388419/?ref_=fn_tt_tt_1,209,5.2
Resident Evil: Apocalypse ,2004,Alexander Witt,Action|Horror|Sci-Fi|Thriller,98,45000000,50740078,English,Germany,R,Color,http://www.imdb.com/title/tt0318627/?ref_=fn_tt_tt_1,672,6.2
Bridget Jones: The Edge of Reason ,2004,Beeban Kidron,Comedy|Drama|Romance,108,40000000,40203020,English,UK,R,Color,http://www.imdb.com/title/tt0317198/?ref_=fn_tt_tt_1,259,5.9
Raising Helen ,2004,Garry Marshall,Comedy|Drama|Romance,119,50000000,37486138,English,USA,PG-13,Color,http://www.imdb.com/title/tt0350028/?ref_=fn_tt_tt_1,106,6
The Life Aquatic with Steve Zissou ,2004,Wes Anderson,Adventure|Comedy|Drama,119,50000000,24006726,English,USA,R,Color,http://www.imdb.com/title/tt0362270/?ref_=fn_tt_tt_1,632,7.3
The Big Bounce ,2004,George Armitage,Comedy|Crime,88,50000000,6471394,English,USA,PG-13,Color,http://www.imdb.com/title/tt0315824/?ref_=fn_tt_tt_1,93,4.9
The Princess Diaries 2: Royal Engagement ,2004,Garry Marshall,Comedy|Family|Romance,113,40000000,95149435,English,USA,G,Color,http://www.imdb.com/title/tt0368933/?ref_=fn_tt_tt_1,152,5.7
Fat Albert ,2004,Joel Zwick,Comedy|Family|Fantasy|Romance,93,26000000,48114556,English,USA,PG,Color,http://www.imdb.com/title/tt0396592/?ref_=fn_tt_tt_1,91,4.3
Cellular ,2004,David R. Ellis,Action|Crime|Thriller,94,25000000,32003620,English,USA,PG-13,Color,http://www.imdb.com/title/tt0337921/?ref_=fn_tt_tt_1,355,6.5
Along Came Polly ,2004,John Hamburg,Comedy|Romance,90,42000000,87856565,English,USA,PG-13,Color,http://www.imdb.com/title/tt0343135/?ref_=fn_tt_tt_1,268,5.9
Ray ,2004,Taylor Hackford,Biography|Drama|Music,178,40000000,75305995,English,USA,PG-13,Color,http://www.imdb.com/title/tt0350258/?ref_=fn_tt_tt_1,433,7.7
Shall We Dance ,2004,Peter Chelsom,Comedy|Drama|Romance,106,50000000,57887882,English,USA,PG-13,Color,http://www.imdb.com/title/tt0358135/?ref_=fn_tt_tt_1,211,6.1
Secret Window ,2004,David Koepp,Mystery|Thriller,96,40000000,47781388,English,USA,PG-13,Color,http://www.imdb.com/title/tt0363988/?ref_=fn_tt_tt_1,531,6.6
Torque ,2004,Joseph Kahn,Action|Comedy|Crime,84,40000000,21176322,English,USA,PG-13,Color,http://www.imdb.com/title/tt0329691/?ref_=fn_tt_tt_1,207,4
New York Minute ,2004,Dennie Gordon,Comedy|Crime|Family|Romance,91,30000000,14018364,English,USA,PG,Color,http://www.imdb.com/title/tt0363282/?ref_=fn_tt_tt_1,111,4.8
Alfie ,2004,Charles Shyer,Comedy|Drama|Romance,103,60000000,13395939,English,UK,R,Color,http://www.imdb.com/title/tt0375173/?ref_=fn_tt_tt_1,146,6.2
Against the Ropes ,2004,Charles S. Dutton,Biography|Drama|Romance|Sport,110,39000000,5881504,English,USA,PG-13,Color,http://www.imdb.com/title/tt0312329/?ref_=fn_tt_tt_1,50,5.3
The Ladykillers ,2004,Ethan Coen,Comedy|Crime|Thriller,104,35000000,39692139,English,USA,R,Color,http://www.imdb.com/title/tt0335245/?ref_=fn_tt_tt_1,400,6.2
Closer ,2004,Mike Nichols,Drama|Romance,98,27000000,33987757,English,USA,R,Color,http://www.imdb.com/title/tt0376541/?ref_=fn_tt_tt_1,903,7.3
Jersey Girl ,2004,Kevin Smith,Comedy|Drama|Romance,102,35000000,25266129,English,USA,PG-13,Color,http://www.imdb.com/title/tt0300051/?ref_=fn_tt_tt_1,358,6.2
Ella Enchanted ,2004,Tommy O'Haver,Comedy|Family|Fantasy|Romance,96,35000000,22913677,English,USA,PG,Color,http://www.imdb.com/title/tt0327679/?ref_=fn_tt_tt_1,244,6.3
Wimbledon ,2004,Richard Loncraine,Comedy|Romance|Sport,98,31000000,16831505,English,UK,PG-13,Color,http://www.imdb.com/title/tt0360201/?ref_=fn_tt_tt_1,173,6.3
The Punisher ,2004,Jonathan Hensleigh,Action|Crime|Drama|Thriller,140,33000000,33682273,English,USA,R,Color,http://www.imdb.com/title/tt0330793/?ref_=fn_tt_tt_1,622,6.5
Laws of Attraction ,2004,Peter Howitt,Comedy|Romance,90,28000000,17848322,English,Ireland,PG-13,Color,http://www.imdb.com/title/tt0323033/?ref_=fn_tt_tt_1,102,5.9
Dodgeball: A True Underdog Story ,2004,Rawson Marshall Thurber,Comedy|Sport,92,20000000,114324072,English,USA,PG-13, Black and White,http://www.imdb.com/title/tt0364725/?ref_=fn_tt_tt_1,392,6.7
The SpongeBob SquarePants Movie ,2004,Stephen Hillenburg,Adventure|Animation|Comedy|Family|Fantasy,87,30000000,85416609,English,USA,PG,Color,http://www.imdb.com/title/tt0345950/?ref_=fn_tt_tt_1,186,7
